Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
14305,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,PARS RIDE INCORPORATED,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2649Taxi,2649Taxi
14306,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SLSJETS III CAB CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,606Taxi,606Taxi
14307,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,M. ZAI TAXI INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,3732Taxi,3732Taxi
14311,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,DANIEL AND MONIQUE CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,76Taxi,76Taxi
14314,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,STS CAB CO.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,5095Taxi,5095Taxi
14319,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,SKYWAY TAXI INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4608Taxi,4608Taxi
14321,ACTIVE,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,CHICAGO BEST CAB CO,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5683Taxi,5683Taxi
14327,SURRENDER,TOYOTA,CAMRY,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,RKJ CAB CO,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1734Taxi,1734Taxi
14328,VIOLATION,TOYOTA,CAMRY,2012.0,BEIGE,Hybrid,N,KHANAL BROTHERS AND CO,CHICAGO,IL,60612.0,Independent1,Owner-Operator,5390Taxi,5390Taxi
14332,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SETARE INC.,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,3825Taxi,3825Taxi
14336,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE/GREEN,Hybrid,N,NAPLES TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,6825Taxi,6825Taxi
14340,ACTIVE,TOYOTA,SIENNA,2021.0,GRAY,Hybrid,Y,TJLOBA LLC,CHICAGO,IL,60645.0,Independent1,Owner Manager,2761Taxi,2761Taxi
14345,ACTIVE,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,ZEEMAAN CORP.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5552Taxi,5552Taxi
14347,SURRENDER,TOYOTA,PRIUS,2012.0,WHITE/BLUE/STRIPES,Hybrid,N,GJ CAB CO,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3353Taxi,3353Taxi
14350,SURRENDER,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,BELLEPLAINE CAB CO,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,2267Taxi,2267Taxi
14351,REVOKED,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,8TH AVENUE TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,969Taxi,969Taxi
14353,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,HAZRO TAXI CORP.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,2660Taxi,2660Taxi
14356,SURRENDER,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,FULL MOON CAB COMPANY,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2547Taxi,2547Taxi
14358,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,TANTA CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,4957Taxi,4957Taxi
14359,ACTIVE,TOYOTA,RAV4,2017.0,GRAY/WHITE,Hybrid,N,MEMONA CAB CORP.,CHICAGO,IL,60640.0,Independent1,Owner-Operator,4785Taxi,4785Taxi
14362,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,PAK TAXI INC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,939Taxi,939Taxi
14364,REVOKED,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,EMPIRE TAXI INCORPORATED,CHICAGO,IL,60612.0,EXPIRED AFFILIATION,Owner Manager,4867Taxi,4867Taxi
14367,VIOLATION,FORD,FUSION,2014.0,WHITE,Hybrid,N,G3 CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1531Taxi,1531Taxi
14369,SURRENDER,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,3214 TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3214Taxi,3214Taxi
14371,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Hybrid,N,CY'S INC. I I,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2598Taxi,2598Taxi
14372,SURRENDER,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,NIGEST CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5835Taxi,5835Taxi
14376,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,STS CAB CO.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,5095Taxi,5095Taxi
14378,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,DIANA MANAGEMENT LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1871Taxi,1871Taxi
14379,ACTIVE,FORD,C-MAX,2013.0,SILVER,Hybrid,N,ADFEM LLC,CHICAGO,IL,60645.0,Independent1,Owner-Operator,1353Taxi,1353Taxi
14380,VIOLATION,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIESXIII,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5444Taxi,5444Taxi
14384,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO XV, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3044Taxi,3044Taxi
14386,FORECLOSURE,TOYOTA,CAMRY,2021.0,WHITE/BLUE/STRIPES,Hybrid,N,AWOL TAXI INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3890Taxi,3890Taxi
14398,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ASHI & ALIZA LLC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,2351Taxi,2351Taxi
14404,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Hybrid,Y,KCHALIA@01 INC,CHICAGO,IL,60612.0,Independent1,Owner Manager,399Taxi,399Taxi
14406,ACTIVE,TOYOTA,RAV4,2017.0,WHITE,Hybrid,N,"ONI TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,5021Taxi,5021Taxi
14408,ACTIVE,TOYOTA,PRIUS,2015.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES III,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5486Taxi,5486Taxi
14411,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,JARDIN TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5923Taxi,5923Taxi
14412,ACTIVE,TOYOTA,CAMRY,2019.0,BLUE/WHITE,Hybrid,N,STREETS OF CHICAGO TAXI CO,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",1877Taxi,1877Taxi
14413,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,SOMERS CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2916Taxi,2916Taxi
14414,ACTIVE,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,TWO STAR TAXI CAB INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,973Taxi,973Taxi
14418,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,MTA GILL CORP,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,3788Taxi,3788Taxi
14426,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,"SS AUTO TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2861Taxi,2861Taxi
14430,VIOLATION,TOYOTA,SCION,2012.0,WHITE,Hybrid,N,EXPLORE TAXI INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2428Taxi,2428Taxi
14433,VIOLATION,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,BIG APPLE CAB TWO CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6184Taxi,6184Taxi
14438,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,YASEEN CAB CO,CHICAGO,IL,60647.0,Flash Cab Co,Chicago Taxicab Management Inc.,5128Taxi,5128Taxi
14443,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,THE SITUATION TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2268Taxi,2268Taxi
14448,ACTIVE,TOYOTA,CAMRY,2025.0,WHITE,Hybrid,N,AA OMAR INC.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4434Taxi,4434Taxi
14450,SURRENDER,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,NECT 31 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",359Taxi,359Taxi
14463,VIOLATION,TOYOTA,PRIUS,2010.0,WHITE,Hybrid,N,CATCH A CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,377Taxi,377Taxi
14468,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE/BLUE,Hybrid,N,STEPHEN OMOFONMWAN,CHICAGO,IL,60625.0,Peace Taxi Assoc Inc,Owner Manager,5450Taxi,5450Taxi
14469,ACTIVE,TOYOTA,RAV4,2018.0,BLACK,Hybrid,N,"SMP TRANS, INC",CHICAGO,IL,60659.0,Independent1,Owner-Operator,3290Taxi,3290Taxi
14471,ACTIVE,TOYOTA,CAMRY,2017.0,YELLOW,Hybrid,N,PARSEC INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,5067Taxi,5067Taxi
14476,ACTIVE,TOYOTA,RAV4,2018.0,YELLOW,Hybrid,N,ECUADOR EXPRESS US CORP,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1063Taxi,1063Taxi
14480,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,GS CAB CO.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3292Taxi,3292Taxi
14482,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"KOHINOOR TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5013Taxi,5013Taxi
14483,ACTIVE,TOYOTA,RAV4,2022.0,YELLOW,Hybrid,N,BETHEL MOKSON INC,CHICAGO,IL,60612.0,Yellow Cab Association,Owner-Operator,6570Taxi,6570Taxi
14487,ACTIVE,HONDA,ACCORD,2024.0,BLACK,Hybrid,N,JOE'S TAXICAB INC,CHICAGO,IL,60625.0,Independent1,Owner-Operator,360Taxi,360Taxi
14490,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,"ONI TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2271Taxi,2271Taxi
14493,SURRENDER,TOYOTA,PRIUS,2015.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP,LLC-SERIES V",CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,2608Taxi,2608Taxi
14496,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,CROWN CAB CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6386Taxi,6386Taxi
14497,SURRENDER,FORD,FUSION,2016.0,ORANGE,Hybrid,N,TAXI CAB INC,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,3097Taxi,3097Taxi
14501,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SPEEDY CAB CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6553Taxi,6553Taxi
14502,REVOKED,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,YORK AVENUE TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6345Taxi,6345Taxi
14512,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,RNBBS TAXI LLC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1619Taxi,1619Taxi
14513,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,BIRKIN CAB CORP.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1728Taxi,1728Taxi
14514,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,CHICAGO SHANE HACKING CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,555Taxi,555Taxi
14515,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,MIKHALIA CABS EIGHT INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1168Taxi,1168Taxi
14517,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,385Taxi,385Taxi
14520,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SHOWCASE SPORTS MANAGEMENT CORP.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5739Taxi,5739Taxi
14521,VIOLATION,FORD,ESCAPE,2010.0,WHITE,Hybrid,N,VASKEN CAB INC III,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1317Taxi,1317Taxi
14522,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,COLE CAB COMPANY,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,2257Taxi,2257Taxi
14523,ACTIVE,TOYOTA,PRIUS,2013.0,GRAY/WHITE,Hybrid,N,JERRY & SEBLE CAB COMPANY,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner-Operator,761Taxi,761Taxi
14524,ACTIVE,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,AYS CAB CO,CHICAGO,IL,60647.0,Flash Cab Co,Chicago Taxicab Management Inc.,3581Taxi,3581Taxi
14530,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,JSP CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1116Taxi,1116Taxi
14531,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,VOLCANO TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2546Taxi,2546Taxi
14537,FORECLOSURE,TOYOTA,CAMRY,2020.0,WHITE/BLUE/STRIPES,Hybrid,N,"PARAMOUNT TAXI, INC",CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",629Taxi,629Taxi
14538,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,PIRWANI INC,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,1229Taxi,1229Taxi
14542,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLACK/STRIPES,Hybrid,N,ADWAR H NIKOLA,CHICAGO,IL,60625.0,Independent1,Owner-Operator,4053Taxi,4053Taxi
14543,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,IBEX CAB CORP,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner-Operator,3539Taxi,3539Taxi
14544,VIOLATION,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,NECT 18 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",371Taxi,371Taxi
14550,ACTIVE,TOYOTA,RAV4,2024.0,BLUE/WHITE,Hybrid,N,ANDYKIM TRANS INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,2225Taxi,2225Taxi
14551,SURRENDER,TOYOTA,PRIUS,2012.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP,LLC SERIESVIII",CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,3338Taxi,3338Taxi
14552,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,NEW MILLENNIUM INC #III,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,1993Taxi,1993Taxi
14553,SURRENDER,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,NECT 35 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",865Taxi,865Taxi
14555,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,SHARIF INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,2974Taxi,2974Taxi
14556,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,MALLAM CAB CO,CHICAGO,IL,60617.0,DIS-AFFILIATED,Owner Manager,5621Taxi,5621Taxi
14559,SURRENDER,TOYOTA,RAV4,2017.0,WHITE,Hybrid,N,ASLAN TAXI CORP,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,3533Taxi,3533Taxi
14560,VIOLATION,FORD,C-MAX,2014.0,BLUE,Hybrid,N,MADISON CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3205Taxi,3205Taxi
14562,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE/BLACK/STRIPES,Hybrid,N,KASSEM CAB CO.,CHICAGO,IL,60659.0,Independent1,Owner-Operator,1847Taxi,1847Taxi
14567,ACTIVE,TOYOTA,SIENNA,2022.0,BLUE/WHITE,Hybrid,Y,E & SONS INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,1238Taxi,1238Taxi
14568,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,SEGWAY TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,489Taxi,489Taxi
14570,VIOLATION,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,CASBAH CAB COMPANY,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,4590Taxi,4590Taxi
14571,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,RAMEESHA INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,5343Taxi,5343Taxi
14573,REVOKED,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,DANIEL AND MONIQUE CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,191Taxi,191Taxi
14575,SURRENDER,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,MURAD INC,CHICAGO,IL,60659.0,Independent1,Owner-Operator,1159Taxi,1159Taxi
14576,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,6844Taxi,6844Taxi
14580,ACTIVE,TOYOTA,CAMRY,2014.0,BLUE/WHITE,Hybrid,N,ASKU TAXI CORP,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4569Taxi,4569Taxi
14583,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,1849 TAXI CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1849Taxi,1849Taxi
14585,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SLSJETS I CAB CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1584Taxi,1584Taxi
14586,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,SPIDER CAB CORPORATION,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6927Taxi,6927Taxi
14587,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,NOUR ENTERPRISE INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5648Taxi,5648Taxi
14590,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SAMINA ALLAM INC.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,960Taxi,960Taxi
14592,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,WILLIAM ESHUN,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,2913Taxi,2913Taxi
14593,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,JOZI CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2773Taxi,2773Taxi
14599,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,MICHAEL TWO CAB CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6060Taxi,6060Taxi
14601,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,KILLER DOG CAB CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1332Taxi,1332Taxi
14602,ACTIVE,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,CHATHA ENTERPRISES INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5988Taxi,5988Taxi
14605,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,WOLFGANG'S CAB CO.,CHICAGO,IL,60647.0,Flash Cab Co,Chicago Taxicab Management Inc.,5519Taxi,5519Taxi
14613,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,TRI STATE CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4023Taxi,4023Taxi
14618,VIOLATION,TOYOTA,PRIUS,2010.0,WHITE,Hybrid,N,MSES TAXICAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5650Taxi,5650Taxi
14619,ACTIVE,TOYOTA,RAV4,2020.0,RED,Hybrid,N,MNMS & EB CORP,CHICAGO,IL,60612.0,Independent1,Owner-Operator,5383Taxi,5383Taxi
14621,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,LETTUCE TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1265Taxi,1265Taxi
14625,VIOLATION,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,ES TAXI CORP.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,1771Taxi,1771Taxi
14627,VIOLATION,FORD,FUSION,2014.0,WHITE,Hybrid,N,RIDE FOR LESS INC,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,4032Taxi,4032Taxi
14629,VIOLATION,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,JESSICA CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6012Taxi,6012Taxi
14635,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SHARK 2020 INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1949Taxi,1949Taxi
14637,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,ROHAIL CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4617Taxi,4617Taxi
14645,VIOLATION,TOYOTA,PRIUS,2009.0,WHITE,Hybrid,N,NORTH SHORE CAB INC.,CHICAGO,IL,60659.0,Independent1,Owner-Operator,6590Taxi,6590Taxi
14647,ACTIVE,TOYOTA,CAMRY,2017.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES 28,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5233Taxi,5233Taxi
14648,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,FILE ZANI CORP.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,6831Taxi,6831Taxi
14652,ACTIVE,TOYOTA,CAMRY,2019.0,BROWN,Hybrid,N,KARYDOT INC,CHICAGO,IL,60612.0,Independent1,Owner Manager,725Taxi,725Taxi
14656,ACTIVE,TOYOTA,RAV4,2019.0,SILVER,Hybrid,N,THREE DAUGHTERS CAB CO,CHICAGO,IL,60659.0,INDEPENDENT3,Owner-Operator,645Taxi,645Taxi
14658,SURRENDER,TOYOTA,SIENNA,2022.0,WHITE,Hybrid,Y,"EMMASCO, INC",CHICAGO,IL,60660.0,INDEPENDENT3,Owner-Operator,6134Taxi,6134Taxi
14661,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,CHITOWN CAB INC # II,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",6598Taxi,6598Taxi
14664,ACTIVE,TOYOTA,COROLLA,2020.0,WHITE,Hybrid,N,OLYMPIA CAB CO,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5905Taxi,5905Taxi
14665,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,PINDY CAB CO.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5522Taxi,5522Taxi
14667,SURRENDER,TOYOTA,CAMRY,2012.0,BLUE/WHITE,Hybrid,N,MCCAB VII CORP.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",431Taxi,431Taxi
14670,VIOLATION,FORD,ESCAPE,2011.0,WHITE,Hybrid,N,SLSJETS III CAB CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,601Taxi,601Taxi
14678,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,4557Taxi,4557Taxi
14682,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,"SILVER SEAL USA, CORP",CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,654Taxi,654Taxi
14683,VIOLATION,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,ADRIAN INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6313Taxi,6313Taxi
14685,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,"CHICAGO POLO VIII, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,5168Taxi,5168Taxi
14690,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,"JASHAN, INC",CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,4274Taxi,4274Taxi
14691,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,ABDALLA CORPORATION,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,595Taxi,595Taxi
